"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00025333","SITKA AIRPORT, AK US","1983-11-09",,"44","42"
"USW00025333","SITKA AIRPORT, AK US","1983-11-10",,"48","42"
"USW00025333","SITKA AIRPORT, AK US","1983-11-11",,"45","39"
"USW00025333","SITKA AIRPORT, AK US","1983-11-12",,"47","40"
"USW00025333","SITKA AIRPORT, AK US","1983-11-13",,"47","43"
"USW00025333","SITKA AIRPORT, AK US","1983-11-14",,"46","41"
"USW00025333","SITKA AIRPORT, AK US","1983-11-15",,"44","34"
"USW00025333","SITKA AIRPORT, AK US","1983-11-16",,"41","30"
"USW00025333","SITKA AIRPORT, AK US","1983-11-17",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","1983-11-18",,"41","33"
"USW00025333","SITKA AIRPORT, AK US","1983-11-19",,"37","30"
"USW00025333","SITKA AIRPORT, AK US","1983-11-20",,"36","27"
"USW00025333","SITKA AIRPORT, AK US","1983-11-21",,"40","27"
"USW00025333","SITKA AIRPORT, AK US","1983-11-22",,"41","36"
"USW00025333","SITKA AIRPORT, AK US","1983-11-23",,"40","36"
"USW00025333","SITKA AIRPORT, AK US","1983-11-24",,"40","30"
"USW00025333","SITKA AIRPORT, AK US","1983-11-25",,"41","28"
"USW00025333","SITKA AIRPORT, AK US","1983-11-26",,"43","39"
"USW00025333","SITKA AIRPORT, AK US","1983-11-27",,"41","36"
"USW00025333","SITKA AIRPORT, AK US","1983-11-28",,"40","32"
"USW00025333","SITKA AIRPORT, AK US","1983-11-29",,"40","29"
"USW00025333","SITKA AIRPORT, AK US","1983-11-30",,"38","28"
"USW00025333","SITKA AIRPORT, AK US","1983-12-01",,"40","37"
"USW00025333","SITKA AIRPORT, AK US","1983-12-02",,"40","35"
"USW00025333","SITKA AIRPORT, AK US","1983-12-03",,"38","34"
"USW00025333","SITKA AIRPORT, AK US","1983-12-04",,"37","33"
"USW00025333","SITKA AIRPORT, AK US","1983-12-05",,"42","35"
"USW00025333","SITKA AIRPORT, AK US","1983-12-06",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","1983-12-07",,"37","26"
"USW00025333","SITKA AIRPORT, AK US","1983-12-08",,"30","22"
"USW00025333","SITKA AIRPORT, AK US","1983-12-09",,"32","22"
"USW00025333","SITKA AIRPORT, AK US","1983-12-10",,"36","31"
"USW00025333","SITKA AIRPORT, AK US","1983-12-11",,"39","33"
"USW00025333","SITKA AIRPORT, AK US","1983-12-12",,"37","31"
"USW00025333","SITKA AIRPORT, AK US","1983-12-13",,"35","29"
"USW00025333","SITKA AIRPORT, AK US","1983-12-14",,"35","33"
"USW00025333","SITKA AIRPORT, AK US","1983-12-15",,"36","24"
"USW00025333","SITKA AIRPORT, AK US","1983-12-16",,"30","23"
"USW00025333","SITKA AIRPORT, AK US","1983-12-17",,"32","23"
"USW00025333","SITKA AIRPORT, AK US","1983-12-18",,"31","25"
"USW00025333","SITKA AIRPORT, AK US","1983-12-19",,"35","22"
"USW00025333","SITKA AIRPORT, AK US","1983-12-20",,"31","21"
"USW00025333","SITKA AIRPORT, AK US","1983-12-21",,"36","19"
"USW00025333","SITKA AIRPORT, AK US","1983-12-22",,"30","20"
"USW00025333","SITKA AIRPORT, AK US","1983-12-23",,"36","21"
"USW00025333","SITKA AIRPORT, AK US","1983-12-24",,"45","27"
"USW00025333","SITKA AIRPORT, AK US","1983-12-25",,"46","36"
"USW00025333","SITKA AIRPORT, AK US","1983-12-26",,"43","30"
"USW00025333","SITKA AIRPORT, AK US","1983-12-27",,"36","26"
"USW00025333","SITKA AIRPORT, AK US","1983-12-28",,"34","24"
"USW00025333","SITKA AIRPORT, AK US","1983-12-29",,"33","23"
"USW00025333","SITKA AIRPORT, AK US","1983-12-30",,"36","26"
"USW00025333","SITKA AIRPORT, AK US","1983-12-31",,"48","34"
"USW00025333","SITKA AIRPORT, AK US","1984-01-01",,"49","45"
"USW00025333","SITKA AIRPORT, AK US","1984-01-02",,"45","41"
"USW00025333","SITKA AIRPORT, AK US","1984-01-03",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","1984-01-04",,"45","38"
"USW00025333","SITKA AIRPORT, AK US","1984-01-05",,"39","30"
"USW00025333","SITKA AIRPORT, AK US","1984-01-06",,"35","30"
"USW00025333","SITKA AIRPORT, AK US","1984-01-07",,"43","29"
"USW00025333","SITKA AIRPORT, AK US","1984-01-08",,"44","41"
"USW00025333","SITKA AIRPORT, AK US","1984-01-09",,"46","41"
"USW00025333","SITKA AIRPORT, AK US","1984-01-10",,"44","40"
"USW00025333","SITKA AIRPORT, AK US","1984-01-11",,"43","36"
"USW00025333","SITKA AIRPORT, AK US","1984-01-12",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","1984-01-13",,"40","23"
"USW00025333","SITKA AIRPORT, AK US","1984-01-14",,"40","32"
"USW00025333","SITKA AIRPORT, AK US","1984-01-15",,"37","29"
"USW00025333","SITKA AIRPORT, AK US","1984-01-16",,"35","31"
"USW00025333","SITKA AIRPORT, AK US","1984-01-17",,"37","32"
"USW00025333","SITKA AIRPORT, AK US","1984-01-18",,"39","33"
"USW00025333","SITKA AIRPORT, AK US","1984-01-19",,"40","36"
"USW00025333","SITKA AIRPORT, AK US","1984-01-20",,"40","36"
"USW00025333","SITKA AIRPORT, AK US","1984-01-21",,"40","37"
"USW00025333","SITKA AIRPORT, AK US","1984-01-22",,"41","36"
"USW00025333","SITKA AIRPORT, AK US","1984-01-23",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","1984-01-24",,"35","30"
"USW00025333","SITKA AIRPORT, AK US","1984-01-25",,"35","30"
"USW00025333","SITKA AIRPORT, AK US","1984-01-26",,"45","35"
"USW00025333","SITKA AIRPORT, AK US","1984-01-27",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","1984-01-28",,"42","35"
"USW00025333","SITKA AIRPORT, AK US","1984-01-29",,"44","37"
"USW00025333","SITKA AIRPORT, AK US","1984-01-30",,"45","41"
"USW00025333","SITKA AIRPORT, AK US","1984-01-31",,"41","37"
"USW00025333","SITKA AIRPORT, AK US","1984-02-01",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","1984-02-02",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","1984-02-03",,"47","35"
"USW00025333","SITKA AIRPORT, AK US","1984-02-04",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","1984-02-05",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","1984-02-06",,"44","41"
"USW00025333","SITKA AIRPORT, AK US","1984-02-07",,"47","27"
"USW00025333","SITKA AIRPORT, AK US","1984-02-08",,"33","24"
"USW00025333","SITKA AIRPORT, AK US","1984-02-09",,"34","26"
"USW00025333","SITKA AIRPORT, AK US","1984-02-10",,"38","30"
"USW00025333","SITKA AIRPORT, AK US","1984-02-11",,"41","36"
"USW00025333","SITKA AIRPORT, AK US","1984-02-12",,"43","38"
"USW00025333","SITKA AIRPORT, AK US","1984-02-13",,"41","37"
"USW00025333","SITKA AIRPORT, AK US","1984-02-14",,"43","33"
"USW00025333","SITKA AIRPORT, AK US","1984-02-15",,"42","37"
"USW00025333","SITKA AIRPORT, AK US","1984-02-16",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","1984-02-17",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","1984-02-18",,"46","34"
"USW00025333","SITKA AIRPORT, AK US","1984-02-19",,"47","42"
"USW00025333","SITKA AIRPORT, AK US","1984-02-20",,"42","34"
"USW00025333","SITKA AIRPORT, AK US","1984-02-21",,"39","31"
"USW00025333","SITKA AIRPORT, AK US","1984-02-22",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","1984-02-23",,"38","32"
"USW00025333","SITKA AIRPORT, AK US","1984-02-24",,"37","30"
"USW00025333","SITKA AIRPORT, AK US","1984-02-25",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","1984-02-26",,"43","40"
"USW00025333","SITKA AIRPORT, AK US","1984-02-27",,"45","41"
"USW00025333","SITKA AIRPORT, AK US","1984-02-28",,"42","39"
"USW00025333","SITKA AIRPORT, AK US","1984-02-29",,"46","39"
"USW00025333","SITKA AIRPORT, AK US","1984-03-01",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","1984-03-02",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","1984-03-03",,"43","36"
"USW00025333","SITKA AIRPORT, AK US","1984-03-04",,"46","42"
"USW00025333","SITKA AIRPORT, AK US","1984-03-05",,"48","40"
"USW00025333","SITKA AIRPORT, AK US","1984-03-06",,"51","40"
"USW00025333","SITKA AIRPORT, AK US","1984-03-07",,"47","40"
"USW00025333","SITKA AIRPORT, AK US","1984-03-08",,"49","37"
"USW00025333","SITKA AIRPORT, AK US","1984-03-09",,"53","41"
"USW00025333","SITKA AIRPORT, AK US","1984-03-10",,"52","45"
"USW00025333","SITKA AIRPORT, AK US","1984-03-11",,"51","37"
"USW00025333","SITKA AIRPORT, AK US","1984-03-12",,"48","33"
"USW00025333","SITKA AIRPORT, AK US","1984-03-13",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","1984-03-14",,"45","37"
"USW00025333","SITKA AIRPORT, AK US","1984-03-15",,"46","39"
"USW00025333","SITKA AIRPORT, AK US","1984-03-16",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","1984-03-17",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","1984-03-18",,"46","41"
"USW00025333","SITKA AIRPORT, AK US","1984-03-19",,"44","40"
"USW00025333","SITKA AIRPORT, AK US","1984-03-20",,"47","33"
"USW00025333","SITKA AIRPORT, AK US","1984-03-21",,"47","31"
"USW00025333","SITKA AIRPORT, AK US","1984-03-22",,"48","40"
"USW00025333","SITKA AIRPORT, AK US","1984-03-23",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1984-03-24",,"45","38"
"USW00025333","SITKA AIRPORT, AK US","1984-03-25",,"46","40"
"USW00025333","SITKA AIRPORT, AK US","1984-03-26",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","1984-03-27",,"45","38"
"USW00025333","SITKA AIRPORT, AK US","1984-03-28",,"46","41"
"USW00025333","SITKA AIRPORT, AK US","1984-03-29",,"46","41"
"USW00025333","SITKA AIRPORT, AK US","1984-03-30",,"49","41"
"USW00025333","SITKA AIRPORT, AK US","1984-03-31",,"50","35"
"USW00025333","SITKA AIRPORT, AK US","1984-04-01",,"48","34"
"USW00025333","SITKA AIRPORT, AK US","1984-04-02",,"48","40"
"USW00025333","SITKA AIRPORT, AK US","1984-04-03",,"46","40"
"USW00025333","SITKA AIRPORT, AK US","1984-04-04",,"42","38"
"USW00025333","SITKA AIRPORT, AK US","1984-04-05",,"49","36"
"USW00025333","SITKA AIRPORT, AK US","1984-04-06",,"50","35"
"USW00025333","SITKA AIRPORT, AK US","1984-04-07",,"48","39"
"USW00025333","SITKA AIRPORT, AK US","1984-04-08",,"48","38"
"USW00025333","SITKA AIRPORT, AK US","1984-04-09",,"49","43"
"USW00025333","SITKA AIRPORT, AK US","1984-04-10",,"54","39"
"USW00025333","SITKA AIRPORT, AK US","1984-04-11",,"57","36"
"USW00025333","SITKA AIRPORT, AK US","1984-04-12",,"50","42"
"USW00025333","SITKA AIRPORT, AK US","1984-04-13",,"48","40"
"USW00025333","SITKA AIRPORT, AK US","1984-04-14",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","1984-04-15",,"47","38"
"USW00025333","SITKA AIRPORT, AK US","1984-04-16",,"46","37"
"USW00025333","SITKA AIRPORT, AK US","1984-04-17",,"51","40"
"USW00025333","SITKA AIRPORT, AK US","1984-04-18",,"55","46"
"USW00025333","SITKA AIRPORT, AK US","1984-04-19",,"57","40"
"USW00025333","SITKA AIRPORT, AK US","1984-04-20",,"54","43"
"USW00025333","SITKA AIRPORT, AK US","1984-04-21",,"45","36"
"USW00025333","SITKA AIRPORT, AK US","1984-04-22",,"51","35"
"USW00025333","SITKA AIRPORT, AK US","1984-04-23",,"44","31"
"USW00025333","SITKA AIRPORT, AK US","1984-04-24",,"45","33"
"USW00025333","SITKA AIRPORT, AK US","1984-04-25",,"48","31"
"USW00025333","SITKA AIRPORT, AK US","1984-04-26",,"51","33"
"USW00025333","SITKA AIRPORT, AK US","1984-04-27",,"51","40"
"USW00025333","SITKA AIRPORT, AK US","1984-04-28",,"51","39"
"USW00025333","SITKA AIRPORT, AK US","1984-04-29",,"61","43"
"USW00025333","SITKA AIRPORT, AK US","1984-04-30",,"54","42"
"USW00025333","SITKA AIRPORT, AK US","1984-05-01",,"51","40"
"USW00025333","SITKA AIRPORT, AK US","1984-05-02",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","1984-05-03",,"47","38"
"USW00025333","SITKA AIRPORT, AK US","1984-05-04",,"52","38"
"USW00025333","SITKA AIRPORT, AK US","1984-05-05",,"53","36"
"USW00025333","SITKA AIRPORT, AK US","1984-05-06",,"54","38"
"USW00025333","SITKA AIRPORT, AK US","1984-05-07",,"64","41"
"USW00025333","SITKA AIRPORT, AK US","1984-05-08",,"57","45"
"USW00025333","SITKA AIRPORT, AK US","1984-05-09",,"60","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-10",,"57","43"
"USW00025333","SITKA AIRPORT, AK US","1984-05-11",,"55","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-12",,"55","43"
"USW00025333","SITKA AIRPORT, AK US","1984-05-13",,"58","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-14",,"54","42"
"USW00025333","SITKA AIRPORT, AK US","1984-05-15",,"55","46"
"USW00025333","SITKA AIRPORT, AK US","1984-05-16",,"48","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-17",,"54","45"
"USW00025333","SITKA AIRPORT, AK US","1984-05-18",,"54","46"
"USW00025333","SITKA AIRPORT, AK US","1984-05-19",,"56","45"
"USW00025333","SITKA AIRPORT, AK US","1984-05-20",,"52","45"
"USW00025333","SITKA AIRPORT, AK US","1984-05-21",,"56","43"
"USW00025333","SITKA AIRPORT, AK US","1984-05-22",,"59","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-23",,"59","47"
"USW00025333","SITKA AIRPORT, AK US","1984-05-24",,"51","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-25",,"53","44"
"USW00025333","SITKA AIRPORT, AK US","1984-05-26",,"54","43"
"USW00025333","SITKA AIRPORT, AK US","1984-05-27",,"54","41"
"USW00025333","SITKA AIRPORT, AK US","1984-05-28",,"51","43"
"USW00025333","SITKA AIRPORT, AK US","1984-05-29",,"53","43"
"USW00025333","SITKA AIRPORT, AK US","1984-05-30",,"54","40"
"USW00025333","SITKA AIRPORT, AK US","1984-05-31",,"49","44"
"USW00025333","SITKA AIRPORT, AK US","1984-06-01",,"49","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-02",,"51","42"
"USW00025333","SITKA AIRPORT, AK US","1984-06-03",,"57","42"
"USW00025333","SITKA AIRPORT, AK US","1984-06-04",,"51","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-05",,"54","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-06",,"56","46"
"USW00025333","SITKA AIRPORT, AK US","1984-06-07",,"58","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-08",,"63","43"
"USW00025333","SITKA AIRPORT, AK US","1984-06-09",,"60","44"
"USW00025333","SITKA AIRPORT, AK US","1984-06-10",,"56","46"
"USW00025333","SITKA AIRPORT, AK US","1984-06-11",,"56","51"
"USW00025333","SITKA AIRPORT, AK US","1984-06-12",,"57","49"
"USW00025333","SITKA AIRPORT, AK US","1984-06-13",,"54","49"
"USW00025333","SITKA AIRPORT, AK US","1984-06-14",,"51","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-15",,"53","44"
"USW00025333","SITKA AIRPORT, AK US","1984-06-16",,"61","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-17",,"56","45"
"USW00025333","SITKA AIRPORT, AK US","1984-06-18",,"64","49"
"USW00025333","SITKA AIRPORT, AK US","1984-06-19",,"63","52"
"USW00025333","SITKA AIRPORT, AK US","1984-06-20",,"56","52"
"USW00025333","SITKA AIRPORT, AK US","1984-06-21",,"59","51"
"USW00025333","SITKA AIRPORT, AK US","1984-06-22",,"58","50"
"USW00025333","SITKA AIRPORT, AK US","1984-06-23",,"60","50"
"USW00025333","SITKA AIRPORT, AK US","1984-06-24",,"61","47"
"USW00025333","SITKA AIRPORT, AK US","1984-06-25",,"59","53"
"USW00025333","SITKA AIRPORT, AK US","1984-06-26",,"58","49"
"USW00025333","SITKA AIRPORT, AK US","1984-06-27",,"55","47"
"USW00025333","SITKA AIRPORT, AK US","1984-06-28",,"60","51"
"USW00025333","SITKA AIRPORT, AK US","1984-06-29",,"59","49"
"USW00025333","SITKA AIRPORT, AK US","1984-06-30",,"54","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-01",,"57","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-02",,"57","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-03",,"54","48"
"USW00025333","SITKA AIRPORT, AK US","1984-07-04",,"62","45"
"USW00025333","SITKA AIRPORT, AK US","1984-07-05",,"58","52"
"USW00025333","SITKA AIRPORT, AK US","1984-07-06",,"63","54"
"USW00025333","SITKA AIRPORT, AK US","1984-07-07",,"58","52"
"USW00025333","SITKA AIRPORT, AK US","1984-07-08",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1984-07-09",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-10",,"57","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-11",,"59","49"
"USW00025333","SITKA AIRPORT, AK US","1984-07-12",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","1984-07-13",,"60","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-14",,"58","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-15",,"58","52"
"USW00025333","SITKA AIRPORT, AK US","1984-07-16",,"54","50"
"USW00025333","SITKA AIRPORT, AK US","1984-07-17",,"57","49"
"USW00025333","SITKA AIRPORT, AK US","1984-07-18",,"58","49"
"USW00025333","SITKA AIRPORT, AK US","1984-07-19",,"60","49"
"USW00025333","SITKA AIRPORT, AK US","1984-07-20",,"60","47"
"USW00025333","SITKA AIRPORT, AK US","1984-07-21",,"62","48"
"USW00025333","SITKA AIRPORT, AK US","1984-07-22",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","1984-07-23",,"64","49"
"USW00025333","SITKA AIRPORT, AK US","1984-07-24",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1984-07-25",,"64","51"
"USW00025333","SITKA AIRPORT, AK US","1984-07-26",,"62","54"
"USW00025333","SITKA AIRPORT, AK US","1984-07-27",,"62","55"
"USW00025333","SITKA AIRPORT, AK US","1984-07-28",,"64","51"
"USW00025333","SITKA AIRPORT, AK US","1984-07-29",,"64","54"
"USW00025333","SITKA AIRPORT, AK US","1984-07-30",,"62","52"
"USW00025333","SITKA AIRPORT, AK US","1984-07-31",,"64","52"
"USW00025333","SITKA AIRPORT, AK US","1984-08-01",,"64","52"
"USW00025333","SITKA AIRPORT, AK US","1984-08-02",,"66","49"
"USW00025333","SITKA AIRPORT, AK US","1984-08-03",,"65","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-04",,"66","55"
"USW00025333","SITKA AIRPORT, AK US","1984-08-05",,"68","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-06",,"59","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-07",,"65","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-08",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-09",,"62","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-10",,"64","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-11",,"62","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-12",,"60","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-13",,"63","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-14",,"69","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-15",,"66","51"
"USW00025333","SITKA AIRPORT, AK US","1984-08-16",,"70","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-17",,"66","52"
"USW00025333","SITKA AIRPORT, AK US","1984-08-18",,"64","56"
"USW00025333","SITKA AIRPORT, AK US","1984-08-19",,"59","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-20",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-21",,"64","53"
"USW00025333","SITKA AIRPORT, AK US","1984-08-22",,"63","49"
"USW00025333","SITKA AIRPORT, AK US","1984-08-23",,"59","54"
"USW00025333","SITKA AIRPORT, AK US","1984-08-24",,"61","55"
"USW00025333","SITKA AIRPORT, AK US","1984-08-25",,"60","55"
"USW00025333","SITKA AIRPORT, AK US","1984-08-26",,"59","44"
"USW00025333","SITKA AIRPORT, AK US","1984-08-27",,"60","42"
"USW00025333","SITKA AIRPORT, AK US","1984-08-28",,"59","48"
"USW00025333","SITKA AIRPORT, AK US","1984-08-29",,"53","50"
"USW00025333","SITKA AIRPORT, AK US","1984-08-30",,"56","49"
"USW00025333","SITKA AIRPORT, AK US","1984-08-31",,"59","47"
"USW00025333","SITKA AIRPORT, AK US","1984-09-01",,"54","46"
"USW00025333","SITKA AIRPORT, AK US","1984-09-02",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","1984-09-03",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","1984-09-04",,"59","53"
"USW00025333","SITKA AIRPORT, AK US","1984-09-05",,"61","50"
"USW00025333","SITKA AIRPORT, AK US","1984-09-06",,"57","45"
"USW00025333","SITKA AIRPORT, AK US","1984-09-07",,"65","49"
"USW00025333","SITKA AIRPORT, AK US","1984-09-08",,"60","45"
"USW00025333","SITKA AIRPORT, AK US","1984-09-09",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1984-09-10",,"59","49"
"USW00025333","SITKA AIRPORT, AK US","1984-09-11",,"60","45"
"USW00025333","SITKA AIRPORT, AK US","1984-09-12",,"60","48"
"USW00025333","SITKA AIRPORT, AK US","1984-09-13",,"60","46"
"USW00025333","SITKA AIRPORT, AK US","1984-09-14",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1984-09-15",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1984-09-16",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","1984-09-17",,"54","50"
"USW00025333","SITKA AIRPORT, AK US","1984-09-18",,"56","48"
"USW00025333","SITKA AIRPORT, AK US","1984-09-19",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","1984-09-20",,"56","45"
"USW00025333","SITKA AIRPORT, AK US","1984-09-21",,"60","44"
